"Type","Entries","Year","Value"
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","1993",10428
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","1994",0
"EKONOMI/ECONOMIC","Agriculture and rural development","1994",1194
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","1994",487
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","1994",381
"EKONOMI/ECONOMIC","Pengangkutan/Transport","1994",1520
"EKONOMI/ECONOMIC","Perhubungan/Communications","1994",47
"EKONOMI/ECONOMIC","Lain-lain/Others","1994",31
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","1994",8098
"SOSIAL/SOCIAL","Kesihatan/Health","1994",2175
"SOSIAL/SOCIAL","Perumahan/Housing","1994",128
"SOSIAL/SOCIAL","Lain-lain/Others","1994",1140
"KESELAMATAN/ SECURITY","Pertahanan/Defence","1994",3399
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","1994",2099
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","1994",3862
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","1994",10503
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","1995",0
"EKONOMI/ECONOMIC","Agriculture and rural development","1995",1135
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","1995",53
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","1995",624
"EKONOMI/ECONOMIC","Pengangkutan/Transport","1995",996
"EKONOMI/ECONOMIC","Perhubungan/Communications","1995",30
"EKONOMI/ECONOMIC","Lain-lain/Others","1995",31
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","1995",8559
"SOSIAL/SOCIAL","Kesihatan/Health","1995",2384
"SOSIAL/SOCIAL","Perumahan/Housing","1995",80
"SOSIAL/SOCIAL","Lain-lain/Others","1995",1118
"KESELAMATAN/ SECURITY","Pertahanan/Defence","1995",3647
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","1995",2357
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","1995",5216
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","1995",10343
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","1996",0
"EKONOMI/ECONOMIC","Agriculture and rural development","1996",1436
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","1996",222
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","1996",1468
"EKONOMI/ECONOMIC","Pengangkutan/Transport","1996",1087
"EKONOMI/ECONOMIC","Perhubungan/Communications","1996",36
"EKONOMI/ECONOMIC","Lain-lain/Others","1996",36
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","1996",10398
"SOSIAL/SOCIAL","Kesihatan/Health","1996",3015
"SOSIAL/SOCIAL","Perumahan/Housing","1996",201
"SOSIAL/SOCIAL","Lain-lain/Others","1996",1210
"KESELAMATAN/ SECURITY","Pertahanan/Defence","1996",4030
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","1996",2592
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","1996",5187
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","1996",12947
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","1997",0
"EKONOMI/ECONOMIC","Agriculture and rural development","1997",1300
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","1997",105
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","1997",1277
"EKONOMI/ECONOMIC","Pengangkutan/Transport","1997",1378
"EKONOMI/ECONOMIC","Perhubungan/Communications","1997",32
"EKONOMI/ECONOMIC","Lain-lain/Others","1997",33
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","1997",10360
"SOSIAL/SOCIAL","Kesihatan/Health","1997",3278
"SOSIAL/SOCIAL","Perumahan/Housing","1997",121
"SOSIAL/SOCIAL","Lain-lain/Others","1997",1292
"KESELAMATAN/ SECURITY","Pertahanan/Defence","1997",4063
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","1997",2544
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","1997",5927
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","1997",12955
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","1998",0
"EKONOMI/ECONOMIC","Agriculture and rural development","1998",1121
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","1998",397
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","1998",1279
"EKONOMI/ECONOMIC","Pengangkutan/Transport","1998",1040
"EKONOMI/ECONOMIC","Perhubungan/Communications","1998",38
"EKONOMI/ECONOMIC","Lain-lain/Others","1998",211
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","1998",10528
"SOSIAL/SOCIAL","Kesihatan/Health","1998",3331
"SOSIAL/SOCIAL","Perumahan/Housing","1998",88
"SOSIAL/SOCIAL","Lain-lain/Others","1998",1116
"KESELAMATAN/ SECURITY","Pertahanan/Defence","1998",3528
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","1998",2369
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","1998",5617
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","1998",16102
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","1999",0
"EKONOMI/ECONOMIC","Agriculture and rural development","1999",1223
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","1999",91
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","1999",1596
"EKONOMI/ECONOMIC","Pengangkutan/Transport","1999",1155
"EKONOMI/ECONOMIC","Perhubungan/Communications","1999",31
"EKONOMI/ECONOMIC","Lain-lain/Others","1999",117
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","1999",11458
"SOSIAL/SOCIAL","Kesihatan/Health","1999",3626
"SOSIAL/SOCIAL","Perumahan/Housing","1999",87
"SOSIAL/SOCIAL","Lain-lain/Others","1999",1441
"KESELAMATAN/ SECURITY","Pertahanan/Defence","1999",3529
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","1999",2578
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","1999",5490
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","1999",14276
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2000",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2000",1323
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2000",104
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2000",3761
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2000",1286
"EKONOMI/ECONOMIC","Perhubungan/Communications","2000",34
"EKONOMI/ECONOMIC","Lain-lain/Others","2000",130
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2000",12923
"SOSIAL/SOCIAL","Kesihatan/Health","2000",4131
"SOSIAL/SOCIAL","Perumahan/Housing","2000",92
"SOSIAL/SOCIAL","Lain-lain/Others","2000",1638
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2000",3972
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2000",2987
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2000",8401
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2000",15767
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2001",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2001",1366
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2001",39
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2001",1870
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2001",1671
"EKONOMI/ECONOMIC","Perhubungan/Communications","2001",62
"EKONOMI/ECONOMIC","Lain-lain/Others","2001",142
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2001",14422
"SOSIAL/SOCIAL","Kesihatan/Health","2001",4680
"SOSIAL/SOCIAL","Perumahan/Housing","2001",397
"SOSIAL/SOCIAL","Lain-lain/Others","2001",2257
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2001",4779
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2001",3531
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2001",8635
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2001",19906
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2002",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2002",1446
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2002",460
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2002",1837
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2002",2069
"EKONOMI/ECONOMIC","Perhubungan/Communications","2002",36
"EKONOMI/ECONOMIC","Lain-lain/Others","2002",166
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2002",16982
"SOSIAL/SOCIAL","Kesihatan/Health","2002",5151
"SOSIAL/SOCIAL","Perumahan/Housing","2002",136
"SOSIAL/SOCIAL","Lain-lain/Others","2002",2529
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2002",5119
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2002",3910
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2002",8275
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2002",20581
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2003",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2003",1758
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2003",57
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2003",2002
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2003",2442
"EKONOMI/ECONOMIC","Perhubungan/Communications","2003",36
"EKONOMI/ECONOMIC","Lain-lain/Others","2003",172
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2003",19034
"SOSIAL/SOCIAL","Kesihatan/Health","2003",6294
"SOSIAL/SOCIAL","Perumahan/Housing","2003",177
"SOSIAL/SOCIAL","Lain-lain/Others","2003",3202
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2003",6014
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2003",4393
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2003",8453
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2003",21190
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2004",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2004",1647
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2004",111
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2004",2264
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2004",2625
"EKONOMI/ECONOMIC","Perhubungan/Communications","2004",62
"EKONOMI/ECONOMIC","Lain-lain/Others","2004",192
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2004",21517
"SOSIAL/SOCIAL","Kesihatan/Health","2004",7009
"SOSIAL/SOCIAL","Perumahan/Housing","2004",893
"SOSIAL/SOCIAL","Lain-lain/Others","2004",2969
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2004",7043
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2004",5147
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2004",12667
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2004",27152
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2005",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2005",1797
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2005",66
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2005",3758
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2005",3098
"EKONOMI/ECONOMIC","Perhubungan/Communications","2005",44
"EKONOMI/ECONOMIC","Lain-lain/Others","2005",1
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2005",23058
"SOSIAL/SOCIAL","Kesihatan/Health","2005",7503
"SOSIAL/SOCIAL","Perumahan/Housing","2005",253
"SOSIAL/SOCIAL","Lain-lain/Others","2005",3431
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2005",7752
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2005",5333
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2005",7865
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2005",33785
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2006",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2006",3367
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2006",482
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2006",4508
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2006",5123
"EKONOMI/ECONOMIC","Perhubungan/Communications","2006",54
"EKONOMI/ECONOMIC","Lain-lain/Others","2006",7
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2006",25589
"SOSIAL/SOCIAL","Kesihatan/Health","2006",8693
"SOSIAL/SOCIAL","Perumahan/Housing","2006",311
"SOSIAL/SOCIAL","Lain-lain/Others","2006",4029
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2006",8451
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2006",6111
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2006",8326
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2006",32644
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2007",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2007",2177
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2007",235
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2007",2521
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2007",4925
"EKONOMI/ECONOMIC","Perhubungan/Communications","2007",0
"EKONOMI/ECONOMIC","Lain-lain/Others","2007",82
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2007",30443
"SOSIAL/SOCIAL","Kesihatan/Health","2007",9772
"SOSIAL/SOCIAL","Perumahan/Housing","2007",931
"SOSIAL/SOCIAL","Lain-lain/Others","2007",4802
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2007",9547
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2007",6587
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2007",11534
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2007",39530
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2008",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2008",5027
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2008",91
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2008",3623
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2008",4976
"EKONOMI/ECONOMIC","Perhubungan/Communications","2008",60
"EKONOMI/ECONOMIC","Lain-lain/Others","2008",48
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2008",36528
"SOSIAL/SOCIAL","Kesihatan/Health","2008",11594
"SOSIAL/SOCIAL","Perumahan/Housing","2008",980
"SOSIAL/SOCIAL","Lain-lain/Others","2008",5480
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2008",10597
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2008",7913
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2008",12450
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2008",54132
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2009",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2009",4336
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2009",401
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2009",2291
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2009",4536
"EKONOMI/ECONOMIC","Perhubungan/Communications","2009",64
"EKONOMI/ECONOMIC","Lain-lain/Others","2009",52
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2009",39318
"SOSIAL/SOCIAL","Kesihatan/Health","2009",12193
"SOSIAL/SOCIAL","Perumahan/Housing","2009",1222
"SOSIAL/SOCIAL","Lain-lain/Others","2009",5505
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2009",11311
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2009",8271
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2009",27123
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2009",40443
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2010",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2010",3470
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2010",126
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2010",6525
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2010",4296
"EKONOMI/ECONOMIC","Perhubungan/Communications","2010",58
"EKONOMI/ECONOMIC","Lain-lain/Others","2010",53
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2010",37821
"SOSIAL/SOCIAL","Kesihatan/Health","2010",12719
"SOSIAL/SOCIAL","Perumahan/Housing","2010",1115
"SOSIAL/SOCIAL","Lain-lain/Others","2010",6110
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2010",9749
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2010",8934
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2010",15342
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2010",45316
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2011",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2011",4791
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2011",125
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2011",7866
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2011",6582
"EKONOMI/ECONOMIC","Perhubungan/Communications","2011",133
"EKONOMI/ECONOMIC","Lain-lain/Others","2011",58
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2011",41741
"SOSIAL/SOCIAL","Kesihatan/Health","2011",14929
"SOSIAL/SOCIAL","Perumahan/Housing","2011",1626
"SOSIAL/SOCIAL","Lain-lain/Others","2011",6422
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2011",11079
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2011",9862
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2011",16480
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2011",60900
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2012",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2012",4392
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2012",130
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2012",7486
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2012",4303
"EKONOMI/ECONOMIC","Perhubungan/Communications","2012",81
"EKONOMI/ECONOMIC","Lain-lain/Others","2012",59
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2012",47040
"SOSIAL/SOCIAL","Kesihatan/Health","2012",16808
"SOSIAL/SOCIAL","Perumahan/Housing","2012",1658
"SOSIAL/SOCIAL","Lain-lain/Others","2012",6901
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2012",11156
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2012",11524
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2012",19092
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2012",74909
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2013",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2013",4925
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2013",135
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2013",8621
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2013",5020
"EKONOMI/ECONOMIC","Perhubungan/Communications","2013",85
"EKONOMI/ECONOMIC","Lain-lain/Others","2013",63
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2013",47973
"SOSIAL/SOCIAL","Kesihatan/Health","2013",17682
"SOSIAL/SOCIAL","Perumahan/Housing","2013",2006
"SOSIAL/SOCIAL","Lain-lain/Others","2013",6830
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2013",12209
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2013",11812
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2013",17846
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2013",76065
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2014",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2014",5415
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2014",125
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2014",6689
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2014",5355
"EKONOMI/ECONOMIC","Perhubungan/Communications","2014",77
"EKONOMI/ECONOMIC","Lain-lain/Others","2014",1650
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2014",51699
"SOSIAL/SOCIAL","Kesihatan/Health","2014",20735
"SOSIAL/SOCIAL","Perumahan/Housing","2014",771
"SOSIAL/SOCIAL","Lain-lain/Others","2014",8358
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2014",13079
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2014",12873
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2014",16240
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2014",76523
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2015",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2015",4777
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2015",246
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2015",6865
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2015",5518
"EKONOMI/ECONOMIC","Perhubungan/Communications","2015",140
"EKONOMI/ECONOMIC","Lain-lain/Others","2015",2611
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2015",52059
"SOSIAL/SOCIAL","Kesihatan/Health","2015",21924
"SOSIAL/SOCIAL","Perumahan/Housing","2015",717
"SOSIAL/SOCIAL","Lain-lain/Others","2015",8767
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2015",13398
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2015",13785
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2015",16712
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2015",69479
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2016",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2016",4286
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2016",119
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2016",5466
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2016",6128
"EKONOMI/ECONOMIC","Perhubungan/Communications","2016",93
"EKONOMI/ECONOMIC","Lain-lain/Others","2016",2769
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2016",51887
"SOSIAL/SOCIAL","Kesihatan/Health","2016",21632
"SOSIAL/SOCIAL","Perumahan/Housing","2016",654
"SOSIAL/SOCIAL","Lain-lain/Others","2016",7716
"KESELAMATAN/ SECURITY","Pertahanan/Defence","2016",10843
"KESELAMATAN/ SECURITY","Keselamatan dalam negeri/Internal security","2016",13108
"PENTADBIRAN AM1/GENERAL ADMINISTRATION1","PENTADBIRAN AM1/GENERAL ADMINISTRATION1","2016",15755
"LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","LAIN-LAIN PERBELANJAAN2/OTHER EXPENDITURES2","2016",69717
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar","2017.4",0
"EKONOMI/ECONOMIC","Agriculture and rural development","2017.4",3823
"EKONOMI/ECONOMIC","Kemudahan awam/Public utilities","2017.4",99
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2017.4",3044
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2017.4",6516
"EKONOMI/ECONOMIC","Perhubungan/Communications","2017.4",98
"EKONOMI/ECONOMIC","Lain-lain/Others","2017.4",2909
