"Type","Entries","Year","Value"
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","1998",3227
"EKONOMI/ECONOMIC","Pengangkutan/Transport","1998",3062
"EKONOMI/ECONOMIC","Perhubungan/Communications","1998",3
"EKONOMI/ECONOMIC","Lain-lain/Others","1998",23
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","1998",2915
"SOSIAL/SOCIAL","Kesihatan/Health","1998",716
"SOSIAL/SOCIAL","Perumahan/Housing","1998",1030
"SOSIAL/SOCIAL","Lain-lain/Others","1998",1122
"KESELAMATAN/SECURITY","Pertahanan/Defence","1998",1017
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","1998",363
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","1998",1697
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","1999",1089
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","1999",1850
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","1999",2798
"EKONOMI/ECONOMIC","Pengangkutan/Transport","1999",2893
"EKONOMI/ECONOMIC","Perhubungan/Communications","1999",289
"EKONOMI/ECONOMIC","Lain-lain/Others","1999",51
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","1999",3865
"SOSIAL/SOCIAL","Kesihatan/Health","1999",835
"SOSIAL/SOCIAL","Perumahan/Housing","1999",1081
"SOSIAL/SOCIAL","Lain-lain/Others","1999",1154
"KESELAMATAN/SECURITY","Pertahanan/Defence","1999",2792
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","1999",330
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","1999",3588
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2000",1183
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2000",1517
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2000",3667
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2000",4683
"EKONOMI/ECONOMIC","Perhubungan/Communications","2000",228
"EKONOMI/ECONOMIC","Lain-lain/Others","2000",181
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2000",7099
"SOSIAL/SOCIAL","Kesihatan/Health","2000",1272
"SOSIAL/SOCIAL","Perumahan/Housing","2000",1194
"SOSIAL/SOCIAL","Lain-lain/Others","2000",1511
"KESELAMATAN/SECURITY","Pertahanan/Defence","2000",1854
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2000",478
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2000",2894
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2001",1394
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2001",1092
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2001",4830
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2001",5042
"EKONOMI/ECONOMIC","Perhubungan/Communications","2001",330
"EKONOMI/ECONOMIC","Lain-lain/Others","2001",37
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2001",10363
"SOSIAL/SOCIAL","Kesihatan/Health","2001",1570
"SOSIAL/SOCIAL","Perumahan/Housing","2001",1269
"SOSIAL/SOCIAL","Lain-lain/Others","2001",2182
"KESELAMATAN/SECURITY","Pertahanan/Defence","2001",2572
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2001",715
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2001",3839
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2002",1364
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2002",1808
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2002",3474
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2002",5401
"EKONOMI/ECONOMIC","Perhubungan/Communications","2002",282
"EKONOMI/ECONOMIC","Lain-lain/Others","2002",105
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2002",12436
"SOSIAL/SOCIAL","Kesihatan/Health","2002",1503
"SOSIAL/SOCIAL","Perumahan/Housing","2002",1808
"SOSIAL/SOCIAL","Lain-lain/Others","2002",2296
"KESELAMATAN/SECURITY","Pertahanan/Defence","2002",3385
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2002",948
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2002",1167
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2003",1620
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2003",920
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2003",3456
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2003",7354
"EKONOMI/ECONOMIC","Perhubungan/Communications","2003",403
"EKONOMI/ECONOMIC","Lain-lain/Others","2003",40
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2003",10193
"SOSIAL/SOCIAL","Kesihatan/Health","2003",2681
"SOSIAL/SOCIAL","Perumahan/Housing","2003",1928
"SOSIAL/SOCIAL","Lain-lain/Others","2003",2905
"KESELAMATAN/SECURITY","Pertahanan/Defence","2003",4936
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2003",1093
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2003",1824
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2004",2881
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2004",945
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2004",1201
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2004",6630
"EKONOMI/ECONOMIC","Perhubungan/Communications","2004",125
"EKONOMI/ECONOMIC","Lain-lain/Others","2004",69
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2004",4316
"SOSIAL/SOCIAL","Kesihatan/Health","2004",2352
"SOSIAL/SOCIAL","Perumahan/Housing","2004",1593
"SOSIAL/SOCIAL","Lain-lain/Others","2004",1999
"KESELAMATAN/SECURITY","Pertahanan/Defence","2004",3685
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2004",448
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2004",2620
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2005",2482
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2005",1481
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2005",3221
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2005",7660
"EKONOMI/ECONOMIC","Perhubungan/Communications","2005",105
"EKONOMI/ECONOMIC","Lain-lain/Others","2005",8
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2005",3736
"SOSIAL/SOCIAL","Kesihatan/Health","2005",1220
"SOSIAL/SOCIAL","Perumahan/Housing","2005",1082
"SOSIAL/SOCIAL","Lain-lain/Others","2005",1412
"KESELAMATAN/SECURITY","Pertahanan/Defence","2005",4065
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2005",738
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2005",3324
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2006",3999
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2006",2244
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2006",3389
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2006",7751
"EKONOMI/ECONOMIC","Perhubungan/Communications","2006",8
"EKONOMI/ECONOMIC","Lain-lain/Others","2006",12
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2006",5349
"SOSIAL/SOCIAL","Kesihatan/Health","2006",1298
"SOSIAL/SOCIAL","Perumahan/Housing","2006",1347
"SOSIAL/SOCIAL","Lain-lain/Others","2006",1531
"KESELAMATAN/SECURITY","Pertahanan/Defence","2006",3530
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2006",1273
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2006",4076
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2007",3842
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2007",2358
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2007",4904
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2007",8500
"EKONOMI/ECONOMIC","Perhubungan/Communications","2007",105
"EKONOMI/ECONOMIC","Lain-lain/Others","2007",407
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2007",6271
"SOSIAL/SOCIAL","Kesihatan/Health","2007",1496
"SOSIAL/SOCIAL","Perumahan/Housing","2007",2947
"SOSIAL/SOCIAL","Lain-lain/Others","2007",2178
"KESELAMATAN/SECURITY","Pertahanan/Defence","2007",4102
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2007",1601
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2007",1853
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2008",4184
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2008",2795
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2008",4581
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2008",9212
"EKONOMI/ECONOMIC","Perhubungan/Communications","2008",334
"EKONOMI/ECONOMIC","Lain-lain/Others","2008",247
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2008",7892
"SOSIAL/SOCIAL","Kesihatan/Health","2008",1652
"SOSIAL/SOCIAL","Perumahan/Housing","2008",1780
"SOSIAL/SOCIAL","Lain-lain/Others","2008",2394
"KESELAMATAN/SECURITY","Pertahanan/Defence","2008",4120
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2008",1659
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2008",1998
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2009",5508
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2009",2899
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2009",4916
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2009",9450
"EKONOMI/ECONOMIC","Perhubungan/Communications","2009",618
"EKONOMI/ECONOMIC","Lain-lain/Others","2009",3049
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2009",10827
"SOSIAL/SOCIAL","Kesihatan/Health","2009",2575
"SOSIAL/SOCIAL","Perumahan/Housing","2009",1395
"SOSIAL/SOCIAL","Lain-lain/Others","2009",2592
"KESELAMATAN/SECURITY","Pertahanan/Defence","2009",2663
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2009",1294
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2009",1730
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2010",2920
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2010",5286
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2010",6987
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2010",8665
"EKONOMI/ECONOMIC","Perhubungan/Communications","2010",688
"EKONOMI/ECONOMIC","Lain-lain/Others","2010",1574
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2010",12046
"SOSIAL/SOCIAL","Kesihatan/Health","2010",3780
"SOSIAL/SOCIAL","Perumahan/Housing","2010",1333
"SOSIAL/SOCIAL","Lain-lain/Others","2010",3625
"KESELAMATAN/SECURITY","Pertahanan/Defence","2010",2666
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2010",1304
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2010",1917
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2011",1128
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2011",6013
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2011",8364
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2011",10140
"EKONOMI/ECONOMIC","Perhubungan/Communications","2011",848
"EKONOMI/ECONOMIC","Lain-lain/Others","2011",1663
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2011",7735
"SOSIAL/SOCIAL","Kesihatan/Health","2011",2207
"SOSIAL/SOCIAL","Perumahan/Housing","2011",762
"SOSIAL/SOCIAL","Lain-lain/Others","2011",1903
"KESELAMATAN/SECURITY","Pertahanan/Defence","2011",3711
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2011",857
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2011",1085
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2012",1906
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2012",5519
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2012",5043
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2012",10065
"EKONOMI/ECONOMIC","Perhubungan/Communications","2012",455
"EKONOMI/ECONOMIC","Lain-lain/Others","2012",5948
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2012",7550
"SOSIAL/SOCIAL","Kesihatan/Health","2012",1864
"SOSIAL/SOCIAL","Perumahan/Housing","2012",524
"SOSIAL/SOCIAL","Lain-lain/Others","2012",2462
"KESELAMATAN/SECURITY","Pertahanan/Defence","2012",3590
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2012",820
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2012",1187
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2013",2692
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2013",3332
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2013",6244
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2013",8152
"EKONOMI/ECONOMIC","Perhubungan/Communications","2013",187
"EKONOMI/ECONOMIC","Lain-lain/Others","2013",4038
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2013",6438
"SOSIAL/SOCIAL","Kesihatan/Health","2013",1738
"SOSIAL/SOCIAL","Perumahan/Housing","2013",852
"SOSIAL/SOCIAL","Lain-lain/Others","2013",1856
"KESELAMATAN/SECURITY","Pertahanan/Defence","2013",4038
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2013",611
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2013",2032
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2014",2875
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2014",3485
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2014",4688
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2014",7270
"EKONOMI/ECONOMIC","Perhubungan/Communications","2014",176
"EKONOMI/ECONOMIC","Lain-lain/Others","2014",4843
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2014",4928
"SOSIAL/SOCIAL","Kesihatan/Health","2014",1385
"SOSIAL/SOCIAL","Perumahan/Housing","2014",618
"SOSIAL/SOCIAL","Lain-lain/Others","2014",3559
"KESELAMATAN/SECURITY","Pertahanan/Defence","2014",3751
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2014",581
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2014",1344
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2015",3105
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2015",3637
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2015",5638
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2015",6693
"EKONOMI/ECONOMIC","Perhubungan/Communications","2015",1
"EKONOMI/ECONOMIC","Lain-lain/Others","2015",4212
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2015",4758
"SOSIAL/SOCIAL","Kesihatan/Health","2015",1442
"SOSIAL/SOCIAL","Perumahan/Housing","2015",2008
"SOSIAL/SOCIAL","Lain-lain/Others","2015",2953
"KESELAMATAN/SECURITY","Pertahanan/Defence","2015",4078
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2015",676
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2015",1567
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2016",2902
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2016",2927
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2016",4844
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2016",7828
"EKONOMI/ECONOMIC","Perhubungan/Communications","2016",5
"EKONOMI/ECONOMIC","Lain-lain/Others","2016",6607
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2016",3728
"SOSIAL/SOCIAL","Kesihatan/Health","2016",1495
"SOSIAL/SOCIAL","Perumahan/Housing","2016",2238
"SOSIAL/SOCIAL","Lain-lain/Others","2016",2968
"KESELAMATAN/SECURITY","Pertahanan/Defence","2016",3945
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2016",887
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2016",1621
"EKONOMI/ECONOMIC","Pertanian dan pembangunan luar bandar/Agriculture and rural development","2017",2416
"EKONOMI/ECONOMIC","Kemudahan awam1/Public utilities1","2017",2582
"EKONOMI/ECONOMIC","Perdagangan dan perindustrian/Trade and industry","2017",4927
"EKONOMI/ECONOMIC","Pengangkutan/Transport","2017",10599
"EKONOMI/ECONOMIC","Perhubungan/Communications","2017",149
"EKONOMI/ECONOMIC","Lain-lain/Others","2017",5191
"SOSIAL/SOCIAL","Pendidikan dan latihan/Education and training","2017",5904
"SOSIAL/SOCIAL","Kesihatan/Health","2017",1532
"SOSIAL/SOCIAL","Perumahan/Housing","2017",870
"SOSIAL/SOCIAL","Lain-lain/Others","2017",3875
"KESELAMATAN/SECURITY","Pertahanan/Defence","2017",4251
"KESELAMATAN/SECURITY","Keselamatan dalam negeri /Internal Security ","2017",1036
"PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","PENTADBIRAN AWAM2/GENERAL ADMINISTRATION2","2017",2671
